source_league_id,dest_league_id,source_league,dest_league,source_country_id,dest_country_id,source_tier,dest_tier,n_transfers,n_loans,fee_sum,fee_median,domestic_share
RLB3,LNR1,Regionalliga Bayern,Landesliga Niederrhein - Gruppe 1,40.0,40.0,4,6,1,0,0.0,,1.0
RLB3,LUX1,Regionalliga Bayern,BGL Ligue,40.0,99.0,4,1,2,0,0.0,,0.0
RLB3,MLS1,Regionalliga Bayern,Major League Soccer,40.0,184.0,4,1,2,1,0.0,,0.0
RLB3,MNP3,Regionalliga Bayern,MLS Next Pro,40.0,184.0,4,3,2,1,0.0,,0.0
RLB3,MO1N,Regionalliga Bayern,Super Liga,40.0,112.0,4,1,1,0,0.0,,0.0
RLB3,NL1,Regionalliga Bayern,Eredivisie,40.0,122.0,4,1,5,0,550000.0,550000.0,0.0
RLB3,NL2,Regionalliga Bayern,Keuken Kampioen Divisie,40.0,122.0,4,2,5,1,0.0,,0.0
RLB3,NO2,Regionalliga Bayern,OBOS-ligaen,40.0,125.0,4,2,1,0,0.0,,0.0
RLB3,OBLB,Regionalliga Bayern,Oberliga Baden-Württemberg,40.0,40.0,4,5,16,1,0.0,,1.0
RLB3,OBLC,Regionalliga Bayern,Hessenliga,40.0,40.0,4,5,5,0,0.0,,1.0
RLB3,OBLF,Regionalliga Bayern,NOFV-Oberliga Nord,40.0,40.0,4,5,2,0,0.0,,1.0
RLB3,OBLG,Regionalliga Bayern,NOFV-Oberliga Süd,40.0,40.0,4,5,3,0,0.0,,1.0
RLB3,OLB1,Regionalliga Bayern,Bayernliga Nord,40.0,40.0,4,5,27,1,0.0,,1.0
RLB3,OLB2,Regionalliga Bayern,Bayernliga Süd,40.0,40.0,4,5,37,0,0.0,,1.0
RLB3,OLRP,Regionalliga Bayern,Oberliga Rheinland-Pfalz/Saar,40.0,40.0,4,5,1,0,0.0,,1.0
RLB3,OLW3,Regionalliga Bayern,Oberliga Westfalen,40.0,40.0,4,5,3,0,0.0,,1.0
RLB3,PL1,Regionalliga Bayern,PKO BP Ekstraklasa,40.0,135.0,4,1,1,0,0.0,,0.0
RLB3,PO1,Regionalliga Bayern,Liga Portugal,40.0,136.0,4,1,5,2,3100000.0,1550000.0,0.0
RLB3,PO2,Regionalliga Bayern,Liga Portugal 2,40.0,136.0,4,2,1,0,0.0,,0.0
RLB3,RETIREMENT,Regionalliga Bayern,RETIREMENT,40.0,,4,,52,0,0.0,,0.0
RLB3,RHL,Regionalliga Bayern,Rheinlandliga,40.0,40.0,4,6,2,0,0.0,,1.0
RLB3,RLB3,Regionalliga Bayern,Regionalliga Bayern,40.0,40.0,4,4,153,7,40000.0,40000.0,1.0
RLB3,RLN3,Regionalliga Bayern,Regionalliga Nord,40.0,40.0,4,4,8,1,0.0,,1.0
RLB3,RLN4,Regionalliga Bayern,Regionalliga Nordost,40.0,40.0,4,4,30,2,0.0,,1.0
RLB3,RLSW,Regionalliga Bayern,Regionalliga Südwest,40.0,40.0,4,4,80,3,0.0,,1.0
RLB3,RLW3,Regionalliga Bayern,Regionalliga West,40.0,40.0,4,4,20,0,50000.0,50000.0,1.0
RLB3,RO1,Regionalliga Bayern,SuperLiga,40.0,140.0,4,1,2,0,0.0,,0.0
RLB3,RSK1,Regionalliga Bayern,K League 1,40.0,87.0,4,1,2,1,0.0,,0.0
RLB3,SER1,Regionalliga Bayern,Super Liga Srbije,40.0,215.0,4,1,2,0,2500000.0,2500000.0,0.0
RLB3,SFA1,Regionalliga Bayern,Betway Premiership,40.0,159.0,4,1,1,0,0.0,,0.0
RLB3,SK2,Regionalliga Bayern,MONACObet liga,40.0,154.0,4,2,2,1,0.0,,0.0
RLB3,SL1,Regionalliga Bayern,Prva Liga,40.0,155.0,4,1,3,1,0.0,,0.0
RLB3,SLO1,Regionalliga Bayern,Niké Liga,40.0,154.0,4,1,1,0,0.0,,0.0
RLB3,THA2,Regionalliga Bayern,Thai League 2,40.0,167.0,4,2,1,0,0.0,,0.0
RLB3,TR1,Regionalliga Bayern,Süper Lig,40.0,174.0,4,1,4,0,250000.0,250000.0,0.0
RLB3,TR2,Regionalliga Bayern,1.Lig,40.0,174.0,4,2,8,0,0.0,,0.0
RLB3,TR3A,Regionalliga Bayern,2.Lig Beyaz,40.0,174.0,4,3,1,0,0.0,,0.0
RLB3,TR3B,Regionalliga Bayern,2.Lig Kirmizi,40.0,174.0,4,3,1,0,50000.0,50000.0,0.0
RLB3,TS1,Regionalliga Bayern,Chance Liga,40.0,172.0,4,1,1,0,0.0,,0.0
RLB3,UKR1,Regionalliga Bayern,Premier Liga,40.0,177.0,4,1,1,0,0.0,,0.0
RLB3,UN2,Regionalliga Bayern,Nemzeti Bajnokság II.,40.0,178.0,4,2,1,1,0.0,,0.0
RLB3,UNG1,Regionalliga Bayern,Nemzeti Bajnokság,40.0,178.0,4,1,1,0,0.0,,0.0
RLB3,UNKNOWN_CLUB,Regionalliga Bayern,UNKNOWN_CLUB,40.0,,4,,4,0,0.0,,0.0
RLB3,VLBA,Regionalliga Bayern,Verbandsliga Baden,40.0,40.0,4,6,1,0,0.0,,1.0
RLB3,VLBW,Regionalliga Bayern,Verbandsliga Württemberg,40.0,40.0,4,6,9,0,0.0,,1.0
RLB3,VLHS,Regionalliga Bayern,Verbandsliga Hessen-Süd,40.0,40.0,4,6,2,0,0.0,,1.0
RLB3,VLMV,Regionalliga Bayern,Verbandsliga Mecklenburg-Vorpommern,40.0,40.0,4,6,1,0,0.0,,1.0
RLB3,VLW2,Regionalliga Bayern,Westfalenliga 2,40.0,40.0,4,6,1,0,0.0,,1.0
RLB3,WITHOUT_CLUB,Regionalliga Bayern,WITHOUT_CLUB,40.0,,4,,106,0,0.0,0.0,0.0
RLB3,ZYP1,Regionalliga Bayern,Cyprus League,40.0,188.0,4,1,1,0,0.0,,0.0
RLN3,510,Regionalliga Nord,Derde Divisie A,40.0,122.0,4,4,1,0,0.0,,0.0
RLN3,A1,Regionalliga Nord,Bundesliga,40.0,127.0,4,1,4,0,200000.0,200000.0,0.0
RLN3,A2,Regionalliga Nord,2. Liga,40.0,127.0,4,2,8,2,0.0,,0.0
RLN3,A4N,Regionalliga Nord,1. Landesliga Niederösterreich,40.0,127.0,4,4,1,0,0.0,,0.0
RLN3,ATRM,Regionalliga Nord,Regionalliga Mitte,40.0,127.0,4,3,1,0,0.0,,0.0
RLN3,ATRO,Regionalliga Nord,Regionalliga Ost,40.0,127.0,4,3,1,0,0.0,,0.0
RLN3,ATRW,Regionalliga Nord,Regionalliga West,40.0,127.0,4,3,1,0,0.0,,0.0
RLN3,BE1,Regionalliga Nord,Jupiler Pro League,40.0,19.0,4,1,3,2,0.0,,0.0
RLN3,BE2,Regionalliga Nord,Challenger Pro League,40.0,19.0,4,2,3,1,0.0,,0.0
RLN3,BU1,Regionalliga Nord,efbet Liga,40.0,28.0,4,1,2,0,0.0,,0.0
RLN3,BU2,Regionalliga Nord,Vtora Liga,40.0,28.0,4,2,1,0,0.0,,0.0
RLN3,C1,Regionalliga Nord,Super League,40.0,148.0,4,1,3,0,0.0,,0.0
RLN3,C2,Regionalliga Nord,Challenge League,40.0,148.0,4,2,2,1,0.0,,0.0
RLN3,CAREER_BREAK,Regionalliga Nord,CAREER_BREAK,40.0,,4,,15,0,0.0,,0.0
RLN3,CDN1,Regionalliga Nord,Canadian Premier League,40.0,80.0,4,1,3,1,0.0,,0.0
RLN3,CHC3,Regionalliga Nord,1. Liga Classic Gruppe 3,40.0,148.0,4,4,1,0,0.0,,0.0
RLN3,CHPR,Regionalliga Nord,Promotion League,40.0,148.0,4,3,1,0,0.0,,0.0
RLN3,CIR6,Regionalliga Nord,2. Liga interregional - Gruppe 6 (bis 21/22),40.0,148.0,4,5,1,0,0.0,,0.0
RLN3,CZ3C,Regionalliga Nord,Ceska fotbalova liga,40.0,172.0,4,3,2,0,0.0,,0.0
RLN3,DK1,Regionalliga Nord,Superliga,40.0,39.0,4,1,2,1,0.0,,0.0
RLN3,DK2,Regionalliga Nord,1.Division,40.0,39.0,4,2,4,1,0.0,,0.0
RLN3,DK3V,Regionalliga Nord,2.Division Aufstiegsrunde,40.0,39.0,4,3,1,0,0.0,,0.0
RLN3,E4G3,Regionalliga Nord,Segunda Federación - Grupo III,40.0,157.0,4,4,1,0,0.0,,0.0
RLN3,EGY1,Regionalliga Nord,Egyptian Premier League,40.0,2.0,4,1,1,0,0.0,,0.0
RLN3,EL1A,Regionalliga Nord,LigaPro Serie A Primera Etapa,40.0,44.0,4,1,1,1,0.0,,0.0
RLN3,ES2,Regionalliga Nord,LaLiga2,40.0,157.0,4,2,1,0,0.0,,0.0
RLN3,ES3B,Regionalliga Nord,Segunda División B - Grupo II (-20/21),40.0,157.0,4,3,1,0,0.0,,0.0
RLN3,FI1,Regionalliga Nord,Veikkausliiga,40.0,49.0,4,1,1,1,0.0,,0.0
RLN3,GB21,Regionalliga Nord,Premier League 2,40.0,189.0,4,Reserve,1,1,0.0,,0.0
RLN3,GB3,Regionalliga Nord,League One,40.0,189.0,4,3,1,0,0.0,,0.0
RLN3,GE1N,Regionalliga Nord,Erovnuli Liga,40.0,53.0,4,1,1,0,15000.0,15000.0,0.0
RLN3,GR1,Regionalliga Nord,Super League 1,40.0,56.0,4,1,3,0,0.0,,0.0
RLN3,GR2,Regionalliga Nord,Football League,40.0,56.0,4,3,1,0,0.0,,0.0
RLN3,GR2N,Regionalliga Nord,Football League Nord,40.0,56.0,4,2,1,0,0.0,,0.0
RLN3,IND1,Regionalliga Nord,Indian Super League,40.0,67.0,4,1,1,0,0.0,,0.0
RLN3,IT3A,Regionalliga Nord,Serie C - Girone A,40.0,75.0,4,3,2,1,1373000.0,1373000.0,0.0
RLN3,JAP1,Regionalliga Nord,J1 League,40.0,77.0,4,1,1,0,0.0,,0.0
RLN3,KO1,Regionalliga Nord,Superliga e Kosovës,40.0,244.0,4,1,2,0,0.0,,0.0
RLN3,L1,Regionalliga Nord,Bundesliga,40.0,40.0,4,1,5,1,0.0,,1.0
RLN3,L2,Regionalliga Nord,2. Bundesliga,40.0,40.0,4,2,56,11,1275000.0,75000.0,1.0
RLN3,L3,Regionalliga Nord,3. Liga,40.0,40.0,4,3,137,19,220000.0,50000.0,1.0
RLN3,LLHA,Regionalliga Nord,Landesliga Hansa,40.0,40.0,4,6,5,0,0.0,,1.0
RLN3,LLHB,Regionalliga Nord,Landesliga Bremen,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,LLHM,Regionalliga Nord,Landesliga Hammonia,40.0,40.0,4,6,2,0,0.0,,1.0
RLN3,LLHO,Regionalliga Nord,Landesliga Holstein,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,LLL,Regionalliga Nord,Landesliga Lüneburg,40.0,40.0,4,6,2,0,0.0,,1.0
RLN3,LLM1,Regionalliga Nord,Landesliga Mittelrhein Staffel 1,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,LLSL,Regionalliga Nord,Landesliga Schleswig,40.0,40.0,4,6,2,0,0.0,,1.0
RLN3,LNBR,Regionalliga Nord,Landesliga Braunschweig,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,LNHA,Regionalliga Nord,Landesliga Hannover,40.0,40.0,4,6,5,0,0.0,,1.0
RLN3,LNWE,Regionalliga Nord,Landesliga Weser-Ems,40.0,40.0,4,6,4,0,0.0,,1.0
RLN3,LUX1,Regionalliga Nord,BGL Ligue,40.0,99.0,4,1,2,0,0.0,,0.0
RLN3,MEXA,Regionalliga Nord,Liga MX Apertura,40.0,110.0,4,1,1,0,0.0,,0.0
RLN3,MLS1,Regionalliga Nord,Major League Soccer,40.0,184.0,4,1,2,0,0.0,,0.0
RLN3,NL1,Regionalliga Nord,Eredivisie,40.0,122.0,4,1,6,2,400000.0,400000.0,0.0
RLN3,NL2,Regionalliga Nord,Keuken Kampioen Divisie,40.0,122.0,4,2,4,0,0.0,,0.0
RLN3,NO42,Regionalliga Nord,Norsk Tipping-Ligaen avdeling 2,40.0,125.0,4,4,1,0,0.0,,0.0
RLN3,NTD,Regionalliga Nord,Tweede Divisie,40.0,122.0,4,3,2,0,0.0,,0.0
RLN3,OBLB,Regionalliga Nord,Oberliga Baden-Württemberg,40.0,40.0,4,5,2,0,0.0,,1.0
RLN3,OBLC,Regionalliga Nord,Hessenliga,40.0,40.0,4,5,3,0,0.0,,1.0
RLN3,OBLF,Regionalliga Nord,NOFV-Oberliga Nord,40.0,40.0,4,5,8,0,0.0,,1.0
RLN3,OBLG,Regionalliga Nord,NOFV-Oberliga Süd,40.0,40.0,4,5,5,0,0.0,,1.0
RLN3,OBLJ,Regionalliga Nord,Oberliga Hamburg,40.0,40.0,4,5,31,0,0.0,,1.0
RLN3,OBLK,Regionalliga Nord,Bremenliga,40.0,40.0,4,5,2,0,0.0,,1.0
RLN3,OBLL,Regionalliga Nord,Oberliga Schleswig-Holstein,40.0,40.0,4,5,10,1,0.0,,1.0
RLN3,OBLN,Regionalliga Nord,Oberliga Niedersachsen,40.0,40.0,4,5,19,0,0.0,,1.0
RLN3,OLMR,Regionalliga Nord,Mittelrheinliga,40.0,40.0,4,5,2,0,0.0,,1.0
RLN3,OLNI,Regionalliga Nord,Oberliga Niederrhein,40.0,40.0,4,5,6,1,0.0,,1.0
RLN3,OLRP,Regionalliga Nord,Oberliga Rheinland-Pfalz/Saar,40.0,40.0,4,5,4,0,0.0,,1.0
RLN3,OLW3,Regionalliga Nord,Oberliga Westfalen,40.0,40.0,4,5,11,0,0.0,,1.0
RLN3,ORPE,Regionalliga Nord,Oberliga Rheinland-Pfalz/Saar - Endrunde,40.0,40.0,4,PlayoffRelegation,1,0,0.0,,1.0
RLN3,PHI1,Regionalliga Nord,United Football League (-2016),40.0,134.0,4,1,1,0,0.0,,0.0
RLN3,PL1,Regionalliga Nord,PKO BP Ekstraklasa,40.0,135.0,4,1,1,0,0.0,,0.0
RLN3,PO1,Regionalliga Nord,Liga Portugal,40.0,136.0,4,1,1,1,0.0,,0.0
RLN3,PO2,Regionalliga Nord,Liga Portugal 2,40.0,136.0,4,2,3,1,0.0,,0.0
RLN3,RETIREMENT,Regionalliga Nord,RETIREMENT,40.0,,4,,42,0,0.0,,0.0
RLN3,RLB3,Regionalliga Nord,Regionalliga Bayern,40.0,40.0,4,4,16,2,0.0,,1.0
RLN3,RLN3,Regionalliga Nord,Regionalliga Nord,40.0,40.0,4,4,154,0,50000.0,50000.0,1.0
RLN3,RLN4,Regionalliga Nord,Regionalliga Nordost,40.0,40.0,4,4,65,0,0.0,,1.0
RLN3,RLSW,Regionalliga Nord,Regionalliga Südwest,40.0,40.0,4,4,47,0,7000.0,7000.0,1.0
RLN3,RLW3,Regionalliga Nord,Regionalliga West,40.0,40.0,4,4,85,4,50000.0,50000.0,1.0
RLN3,RSK1,Regionalliga Nord,K League 1,40.0,87.0,4,1,1,1,0.0,,0.0
RLN3,RU2,Regionalliga Nord,1.Division,40.0,141.0,4,2,1,0,75000.0,75000.0,0.0
RLN3,SC1,Regionalliga Nord,Scottish Premiership,40.0,190.0,4,1,1,0,0.0,,0.0
RLN3,SLI,Regionalliga Nord,Sachsenliga,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,SLO1,Regionalliga Nord,Niké Liga,40.0,154.0,4,1,1,1,0.0,,0.0
RLN3,TR1,Regionalliga Nord,Süper Lig,40.0,174.0,4,1,7,1,215000.0,107500.0,0.0
RLN3,TR2,Regionalliga Nord,1.Lig,40.0,174.0,4,2,5,0,0.0,,0.0
RLN3,TR3A,Regionalliga Nord,2.Lig Beyaz,40.0,174.0,4,3,1,0,0.0,,0.0
RLN3,TR4A,Regionalliga Nord,3.Lig Grup 1,40.0,174.0,4,4,1,0,0.0,,0.0
RLN3,TS1,Regionalliga Nord,Chance Liga,40.0,172.0,4,1,1,0,0.0,,0.0
RLN3,UAE1,Regionalliga Nord,UAE Pro League,40.0,183.0,4,1,1,0,0.0,,0.0
RLN3,UNG1,Regionalliga Nord,Nemzeti Bajnokság,40.0,178.0,4,1,1,1,0.0,,0.0
RLN3,UNKNOWN_CLUB,Regionalliga Nord,UNKNOWN_CLUB,40.0,,4,,1,0,0.0,,0.0
RLN3,USL,Regionalliga Nord,USL Championship,40.0,184.0,4,2,2,0,0.0,,0.0
RLN3,VLBE,Regionalliga Nord,Berlin-Liga,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,VLHS,Regionalliga Nord,Verbandsliga Hessen-Süd,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,VSNO,Regionalliga Nord,Verbandsliga Schleswig-Holstein - Nord-Ost,40.0,40.0,4,6,1,0,0.0,,1.0
RLN3,WITHOUT_CLUB,Regionalliga Nord,WITHOUT_CLUB,40.0,,4,,100,0,0.0,0.0,0.0
RLN4,A1,Regionalliga Nordost,Bundesliga,40.0,127.0,4,1,13,6,0.0,,0.0
RLN4,A2,Regionalliga Nordost,2. Liga,40.0,127.0,4,2,10,1,0.0,,0.0
RLN4,A4W,Regionalliga Nordost,Wiener Stadtliga,40.0,127.0,4,4,1,0,0.0,,0.0
RLN4,ATRM,Regionalliga Nordost,Regionalliga Mitte,40.0,127.0,4,3,2,0,0.0,,0.0
RLN4,ATRW,Regionalliga Nordost,Regionalliga West,40.0,127.0,4,3,2,0,0.0,,0.0
RLN4,BE1,Regionalliga Nordost,Jupiler Pro League,40.0,19.0,4,1,1,0,0.0,,0.0
RLN4,BOS1,Regionalliga Nordost,Premijer Liga Bosne i Hercegovine,40.0,24.0,4,1,1,0,0.0,,0.0
RLN4,BRBL,Regionalliga Nordost,Brandenburgliga,40.0,40.0,4,6,5,0,0.0,,1.0
RLN4,BU1,Regionalliga Nordost,efbet Liga,40.0,28.0,4,1,2,0,0.0,,0.0
RLN4,C2,Regionalliga Nordost,Challenge League,40.0,148.0,4,2,2,1,0.0,,0.0
RLN4,CAREER_BREAK,Regionalliga Nordost,CAREER_BREAK,40.0,,4,,20,0,0.0,,0.0
RLN4,CHPR,Regionalliga Nordost,Promotion League,40.0,148.0,4,3,2,0,0.0,,0.0
RLN4,CZ21,Regionalliga Nordost,Juniorska liga,40.0,172.0,4,Reserve,1,0,0.0,,0.0
RLN4,CZ3C,Regionalliga Nordost,Ceska fotbalova liga,40.0,172.0,4,3,3,0,0.0,,0.0
RLN4,DK1,Regionalliga Nordost,Superliga,40.0,39.0,4,1,1,0,0.0,,0.0
RLN4,DK2,Regionalliga Nordost,1.Division,40.0,39.0,4,2,3,0,0.0,,0.0
RLN4,FI1,Regionalliga Nordost,Veikkausliiga,40.0,49.0,4,1,1,0,0.0,,0.0
RLN4,FI2,Regionalliga Nordost,Ykkösliiga,40.0,49.0,4,2,1,0,0.0,,0.0
RLN4,GB21,Regionalliga Nordost,Premier League 2,40.0,189.0,4,Reserve,2,1,600000.0,600000.0,0.0
RLN4,GB3,Regionalliga Nordost,League One,40.0,189.0,4,3,1,0,0.0,,0.0
RLN4,GRS2,Regionalliga Nordost,Super League 2,40.0,56.0,4,2,1,0,0.0,,0.0
RLN4,IT3A,Regionalliga Nordost,Serie C - Girone A,40.0,75.0,4,3,1,0,0.0,,0.0
RLN4,IT4A,Regionalliga Nordost,Serie D - Girone A,40.0,75.0,4,4,1,0,0.0,,0.0
RLN4,KR2,Regionalliga Nordost,Prva Nogometna Liga,40.0,37.0,4,2,2,0,0.0,,0.0
RLN4,L1,Regionalliga Nordost,Bundesliga,40.0,40.0,4,1,17,12,400000.0,400000.0,1.0
RLN4,L2,Regionalliga Nordost,2. Bundesliga,40.0,40.0,4,2,43,17,940000.0,137500.0,1.0
RLN4,L3,Regionalliga Nordost,3. Liga,40.0,40.0,4,3,178,34,370000.0,50000.0,1.0
RLN4,LBMI,Regionalliga Nordost,Landesliga Bayern Mitte,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,LBNO,Regionalliga Nordost,Landesliga Bayern Nordost,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,LET1,Regionalliga Nordost,Virsliga,40.0,92.0,4,1,1,0,0.0,,0.0
RLN4,LNBR,Regionalliga Nordost,Landesliga Braunschweig,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,LUX1,Regionalliga Nordost,BGL Ligue,40.0,99.0,4,1,5,0,0.0,,0.0
RLN4,MAZ1,Regionalliga Nordost,Prva Makedonska Fudbalska Liga,40.0,100.0,4,1,1,0,0.0,,0.0
RLN4,NL2,Regionalliga Nordost,Keuken Kampioen Divisie,40.0,122.0,4,2,4,0,0.0,,0.0
RLN4,NO2,Regionalliga Nordost,OBOS-ligaen,40.0,125.0,4,2,1,0,0.0,,0.0
RLN4,NTD,Regionalliga Nordost,Tweede Divisie,40.0,122.0,4,3,1,0,0.0,,0.0
RLN4,OBLB,Regionalliga Nordost,Oberliga Baden-Württemberg,40.0,40.0,4,5,7,0,0.0,,1.0
RLN4,OBLC,Regionalliga Nordost,Hessenliga,40.0,40.0,4,5,3,0,0.0,,1.0
RLN4,OBLF,Regionalliga Nordost,NOFV-Oberliga Nord,40.0,40.0,4,5,56,0,0.0,,1.0
RLN4,OBLG,Regionalliga Nordost,NOFV-Oberliga Süd,40.0,40.0,4,5,46,0,0.0,,1.0
RLN4,OBLJ,Regionalliga Nordost,Oberliga Hamburg,40.0,40.0,4,5,7,0,0.0,,1.0
RLN4,OBLK,Regionalliga Nordost,Bremenliga,40.0,40.0,4,5,2,0,0.0,,1.0
RLN4,OBLL,Regionalliga Nordost,Oberliga Schleswig-Holstein,40.0,40.0,4,5,1,0,0.0,,1.0
RLN4,OBLN,Regionalliga Nordost,Oberliga Niedersachsen,40.0,40.0,4,5,8,0,0.0,,1.0
RLN4,OLB1,Regionalliga Nordost,Bayernliga Nord,40.0,40.0,4,5,1,0,0.0,,1.0
RLN4,OLB2,Regionalliga Nordost,Bayernliga Süd,40.0,40.0,4,5,2,0,0.0,,1.0
RLN4,OLMR,Regionalliga Nordost,Mittelrheinliga,40.0,40.0,4,5,2,0,0.0,,1.0
RLN4,OLNI,Regionalliga Nordost,Oberliga Niederrhein,40.0,40.0,4,5,2,0,0.0,,1.0
RLN4,OLRP,Regionalliga Nordost,Oberliga Rheinland-Pfalz/Saar,40.0,40.0,4,5,6,0,0.0,,1.0
RLN4,OLW3,Regionalliga Nordost,Oberliga Westfalen,40.0,40.0,4,5,9,0,0.0,,1.0
RLN4,PHI1,Regionalliga Nordost,United Football League (-2016),40.0,134.0,4,1,1,0,0.0,,0.0
RLN4,PL1,Regionalliga Nordost,PKO BP Ekstraklasa,40.0,135.0,4,1,1,0,0.0,,0.0
RLN4,PL2,Regionalliga Nordost,Betclic 1 Liga,40.0,135.0,4,2,1,0,0.0,,0.0
RLN4,PL31,Regionalliga Nordost,Betclic 3 Liga - Gruppe I,40.0,135.0,4,4,1,0,0.0,,0.0
RLN4,PL33,Regionalliga Nordost,Betclic 3 Liga - Gruppe III,40.0,135.0,4,4,1,0,0.0,,0.0
RLN4,RETIREMENT,Regionalliga Nordost,RETIREMENT,40.0,,4,,59,0,0.0,,0.0
RLN4,RLB3,Regionalliga Nordost,Regionalliga Bayern,40.0,40.0,4,4,30,1,185000.0,92500.0,1.0
RLN4,RLN3,Regionalliga Nordost,Regionalliga Nord,40.0,40.0,4,4,52,0,280000.0,280000.0,1.0
RLN4,RLN4,Regionalliga Nordost,Regionalliga Nordost,40.0,40.0,4,4,348,8,46000.0,10000.0,1.0
RLN4,RLSW,Regionalliga Nordost,Regionalliga Südwest,40.0,40.0,4,4,65,1,0.0,,1.0
RLN4,RLW3,Regionalliga Nordost,Regionalliga West,40.0,40.0,4,4,63,3,225000.0,225000.0,1.0
RLN4,RO1,Regionalliga Nordost,SuperLiga,40.0,140.0,4,1,2,0,0.0,,0.0
RLN4,SE1,Regionalliga Nordost,Allsvenskan,40.0,147.0,4,1,1,0,0.0,,0.0
RLN4,SE2,Regionalliga Nordost,Superettan,40.0,147.0,4,2,2,0,0.0,,0.0
RLN4,SK2,Regionalliga Nordost,MONACObet liga,40.0,154.0,4,2,1,0,0.0,,0.0
RLN4,SL1,Regionalliga Nordost,Prva Liga,40.0,155.0,4,1,1,0,0.0,,0.0
RLN4,SLI,Regionalliga Nordost,Sachsenliga,40.0,40.0,4,6,17,0,0.0,,1.0
RLN4,SLO1,Regionalliga Nordost,Niké Liga,40.0,154.0,4,1,1,0,0.0,,0.0
RLN4,THLI,Regionalliga Nordost,Thüringenliga,40.0,40.0,4,6,2,0,0.0,,1.0
RLN4,TR1,Regionalliga Nordost,Süper Lig,40.0,174.0,4,1,4,0,60000.0,60000.0,0.0
RLN4,TR2,Regionalliga Nordost,1.Lig,40.0,174.0,4,2,17,1,50000.0,50000.0,0.0
RLN4,TR3A,Regionalliga Nordost,2.Lig Beyaz,40.0,174.0,4,3,2,0,0.0,,0.0
RLN4,TR3B,Regionalliga Nordost,2.Lig Kirmizi,40.0,174.0,4,3,4,0,0.0,,0.0
RLN4,TR4B,Regionalliga Nordost,3.Lig Grup 2,40.0,174.0,4,4,1,0,0.0,,0.0
RLN4,TS1,Regionalliga Nordost,Chance Liga,40.0,172.0,4,1,1,0,0.0,,0.0
RLN4,TS2,Regionalliga Nordost,Chance Narodni Liga,40.0,172.0,4,2,4,0,0.0,,0.0
RLN4,TUN1,Regionalliga Nordost,Ligue 1,40.0,173.0,4,1,1,0,0.0,,0.0
RLN4,UNG1,Regionalliga Nordost,Nemzeti Bajnokság,40.0,178.0,4,1,2,0,0.0,,0.0
RLN4,UNKNOWN_CLUB,Regionalliga Nordost,UNKNOWN_CLUB,40.0,,4,,6,0,0.0,,0.0
RLN4,VLBA,Regionalliga Nordost,Verbandsliga Baden,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,VLBE,Regionalliga Nordost,Berlin-Liga,40.0,40.0,4,6,23,0,0.0,,1.0
RLN4,VLBW,Regionalliga Nordost,Verbandsliga Württemberg,40.0,40.0,4,6,2,0,0.0,,1.0
RLN4,VLHN,Regionalliga Nordost,Verbandsliga Hessen-Nord,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,VLHS,Regionalliga Nordost,Verbandsliga Hessen-Süd,40.0,40.0,4,6,3,0,0.0,,1.0
RLN4,VLMV,Regionalliga Nordost,Verbandsliga Mecklenburg-Vorpommern,40.0,40.0,4,6,4,0,0.0,,1.0
RLN4,VLSA,Regionalliga Nordost,Verbandsliga Sachsen-Anhalt,40.0,40.0,4,6,4,0,0.0,,1.0
RLN4,VLSW,Regionalliga Nordost,Verbandsliga Südwest,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,VLW2,Regionalliga Nordost,Westfalenliga 2,40.0,40.0,4,6,1,0,0.0,,1.0
RLN4,WITHOUT_CLUB,Regionalliga Nordost,WITHOUT_CLUB,40.0,,4,,139,0,0.0,,0.0
RLSA,A2,Regionalliga Salzburg Abstiegsrunde (- 2023),2. Liga,127.0,127.0,3,2,5,1,0.0,,1.0
RLSA,A4O,Regionalliga Salzburg Abstiegsrunde (- 2023),Oberösterreich Liga,127.0,127.0,3,4,4,0,0.0,,1.0
RLSA,A4S,Regionalliga Salzburg Abstiegsrunde (- 2023),Salzburger Liga,127.0,127.0,3,4,9,0,0.0,,1.0
RLSA,A4W,Regionalliga Salzburg Abstiegsrunde (- 2023),Wiener Stadtliga,127.0,127.0,3,4,1,0,0.0,,1.0
RLSA,ARG3,Regionalliga Salzburg Abstiegsrunde (- 2023),Torneo Federal A,127.0,9.0,3,3,1,1,0.0,,0.0
RLSA,ATRM,Regionalliga Salzburg Abstiegsrunde (- 2023),Regionalliga Mitte,127.0,127.0,3,3,1,0,0.0,,1.0
RLSA,ATRW,Regionalliga Salzburg Abstiegsrunde (- 2023),Regionalliga West,127.0,127.0,3,3,5,0,0.0,,1.0
