"group_key";"competition_id";"league_name";"league_name_norm";"historical_flag";"country_id";"tier";"source_url"; "canonical_competition_id"
"147.0|Youth";"JUNO";"U19 Allsvenskan Norra";"u19 allsvenskan norra";"False";"147";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JUNO"
"147.0|Youth";"JUSÖ";"U19 Allsvenskan Södra";"u19 allsvenskan s dra";"False";"147";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JUSÖ"

"148.0|3";"CR1";"1. Liga Gruppe 1 (bis 11/12)";"1 liga gruppe 1";"True";"148";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CR1";"CHPR"
"148.0|3";"CR2";"1. Liga Gruppe 2 (bis 11/12)";"1 liga gruppe 2";"True";"148";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CR2";"CHPR"
"148.0|3";"CR3";"1. Liga Gruppe 3 (bis 11/12)";"1 liga gruppe 3";"True";"148";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CR3";"CHPR"
"148.0|3";"1LG4";"1. Liga Gruppe 4 (bis 99/00)";"1 liga gruppe 4";"True";"148";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/1LG4";"CHPR"
"148.0|3";"CHPR";"Promotion League";"promotion league";"False";"148";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CHPR"

"148.0|4";"CHC1";"1. Liga Classic Gruppe 1";"1 liga classic gruppe 1";"False";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CHC1"
"148.0|4";"CHC2";"1. Liga Classic Gruppe 2";"1 liga classic gruppe 2";"False";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CHC2"
"148.0|4";"CHC3";"1. Liga Classic Gruppe 3";"1 liga classic gruppe 3";"False";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CHC3"
"148.0|4";"C2I1";"2. Liga interregional - Gruppe 1 (bis 11/12)";"2 liga interregional gruppe 1";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I1"
"148.0|4";"C2I2";"2. Liga interregional - Gruppe 2 (bis 11/12)";"2 liga interregional gruppe 2";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I2"
"148.0|4";"C2I3";"2. Liga interregional - Gruppe 3 (bis 11/12)";"2 liga interregional gruppe 3";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I3"
"148.0|4";"C2I4";"2. Liga interregional - Gruppe 4 (bis 11/12)";"2 liga interregional gruppe 4";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I4"
"148.0|4";"C2I5";"2. Liga interregional - Gruppe 5 (bis 11/12)";"2 liga interregional gruppe 5";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I5"
"148.0|4";"C2I6";"2. Liga interregional - Gruppe 6 (bis 11/12)";"2 liga interregional gruppe 6";"True";"148";"4";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C2I6"

"148.0|5";"CIR1";"2. Liga interregional - Gruppe 1";"2 liga interregional gruppe 1";"False";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR1"
"148.0|5";"CIR2";"2. Liga interregional - Gruppe 2";"2 liga interregional gruppe 2";"False";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR2"
"148.0|5";"CIR3";"2. Liga interregional - Gruppe 3";"2 liga interregional gruppe 3";"False";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR3"
"148.0|5";"CIR4";"2. Liga interregional - Gruppe 4";"2 liga interregional gruppe 4";"False";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR4"
"148.0|5";"CIR5";"2. Liga interregional - Gruppe 5";"2 liga interregional gruppe 5";"False";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR5"
"148.0|5";"CIR6";"2. Liga interregional - Gruppe 6 (bis 21/22)";"2 liga interregional gruppe 6";"True";"148";"5";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CIR6"

"148.0|Youth";"CH17";"Swiss U17 Elite League";"swiss u17 elite league";"False";"148";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CH17"
"148.0|Youth";"CH18";"Swiss U18 Elite League (bis 22/23)";"swiss u18 elite league";"True";"148";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CH18"
"148.0|Youth";"C191";"Swiss U19 Elite League";"swiss u19 elite league";"False";"148";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/C191"

"157.0|3";"E3G1";"Primera Federación - Grupo I";"primera federaci n grupo i";"False";"157";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/E3G1"
"157.0|3";"E3G2";"Primera Federación - Grupo II";"primera federaci n grupo ii";"False";"157";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/E3G2"
"157.0|3";"ES3A";"Segunda División B - Grupo I (- 20/21)";"segunda divisi n b grupo i";"True";"157";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3A"
"157.0|3";"ES3B";"Segunda División B - Grupo II (-20/21)";"segunda divisi n b grupo ii";"True";"157";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3B"
